Name,Biotype
ENSG00000226078,lincRNA
ENSG00000226079,lincRNA
ENSG00000226087,lincRNA
ENSG00000226091,lincRNA
ENSG00000226097,lincRNA
ENSG00000226101,lincRNA
ENSG00000226115,lincRNA
ENSG00000226125,lincRNA
ENSG00000226130,lincRNA
ENSG00000226133,lincRNA
ENSG00000226134,lincRNA
ENSG00000226137,lincRNA
ENSG00000226140,lincRNA
ENSG00000226149,lincRNA
ENSG00000226159,lincRNA
ENSG00000226172,lincRNA
ENSG00000226180,lincRNA
ENSG00000226194,lincRNA
ENSG00000226197,lincRNA
ENSG00000226203,lincRNA
ENSG00000226204,lincRNA
ENSG00000226206,lincRNA
ENSG00000226207,lincRNA
ENSG00000226208,lincRNA
ENSG00000226218,lincRNA
ENSG00000226237,lincRNA
ENSG00000226238,lincRNA
ENSG00000226240,lincRNA
ENSG00000226249,lincRNA
ENSG00000226250,lincRNA
ENSG00000226251,lincRNA
ENSG00000226258,lincRNA
ENSG00000226266,lincRNA
ENSG00000226276,lincRNA
ENSG00000226277,lincRNA
ENSG00000226281,lincRNA
ENSG00000226296,lincRNA
ENSG00000226302,lincRNA
ENSG00000226308,lincRNA
ENSG00000226317,lincRNA
ENSG00000226320,lincRNA
ENSG00000226328,lincRNA
ENSG00000226337,lincRNA
ENSG00000226355,lincRNA
ENSG00000226362,lincRNA
ENSG00000226363,lincRNA
ENSG00000226364,lincRNA
ENSG00000226370,lincRNA
ENSG00000226374,lincRNA
ENSG00000226375,lincRNA
ENSG00000226376,lincRNA
ENSG00000226380,lincRNA
ENSG00000226383,lincRNA
ENSG00000226397,lincRNA
ENSG00000226412,lincRNA
ENSG00000226423,lincRNA
ENSG00000226426,lincRNA
ENSG00000226434,lincRNA
ENSG00000226442,lincRNA
ENSG00000226447,lincRNA
ENSG00000226453,lincRNA
ENSG00000226476,lincRNA
ENSG00000226486,lincRNA
ENSG00000226487,lincRNA
ENSG00000226488,lincRNA
ENSG00000226497,lincRNA
ENSG00000226506,lincRNA
ENSG00000226508,lincRNA
ENSG00000226516,lincRNA
ENSG00000226519,lincRNA
ENSG00000226527,lincRNA
ENSG00000226530,lincRNA
ENSG00000226542,lincRNA
ENSG00000226548,lincRNA
ENSG00000226562,lincRNA
ENSG00000226566,lincRNA
ENSG00000226567,lincRNA
ENSG00000226572,snoRNA
ENSG00000226578,lincRNA
ENSG00000226581,lincRNA
ENSG00000226587,lincRNA
ENSG00000226594,lincRNA
ENSG00000226599,lincRNA
ENSG00000226601,lincRNA
ENSG00000226620,processed_transcript
ENSG00000226629,lincRNA
ENSG00000226640,lincRNA
ENSG00000226643,lincRNA
ENSG00000226644,lincRNA
ENSG00000226649,lincRNA
ENSG00000226655,lincRNA
ENSG00000226669,lincRNA
ENSG00000226673,lincRNA
ENSG00000226674,lincRNA
ENSG00000226676,lincRNA
ENSG00000226680,lincRNA
ENSG00000226681,lincRNA
ENSG00000226686,lincRNA
ENSG00000226694,lincRNA
ENSG00000226702,lincRNA
ENSG00000226707,lincRNA
ENSG00000226708,lincRNA
ENSG00000226715,lincRNA
ENSG00000226717,lincRNA
ENSG00000226722,lincRNA
ENSG00000226739,lincRNA
ENSG00000226741,lincRNA
ENSG00000226751,lincRNA
ENSG00000226756,lincRNA
ENSG00000226762,lincRNA
ENSG00000226764,lincRNA
ENSG00000226770,lincRNA
ENSG00000226777,lincRNA
ENSG00000226782,lincRNA
ENSG00000226785,lincRNA
ENSG00000226791,lincRNA
ENSG00000226798,lincRNA
ENSG00000226808,lincRNA
ENSG00000226813,lincRNA
ENSG00000226816,lincRNA
ENSG00000226822,lincRNA
ENSG00000226825,lincRNA
ENSG00000226828,lincRNA
ENSG00000226829,lincRNA
ENSG00000226835,lincRNA
ENSG00000226846,lincRNA
ENSG00000226853,lincRNA
ENSG00000226854,lincRNA
ENSG00000226856,lincRNA
ENSG00000226859,lincRNA
ENSG00000226861,lincRNA
ENSG00000226868,lincRNA
ENSG00000226891,processed_transcript
ENSG00000226900,lincRNA
ENSG00000226903,lincRNA
ENSG00000226906,lincRNA
ENSG00000226913,lincRNA
ENSG00000226917,lincRNA
ENSG00000226921,lincRNA
ENSG00000226927,lincRNA
ENSG00000226935,lincRNA
ENSG00000226938,lincRNA
ENSG00000226939,lincRNA
ENSG00000226950,processed_transcript
ENSG00000226954,lincRNA
ENSG00000226956,lincRNA
ENSG00000226965,lincRNA
ENSG00000226968,lincRNA
ENSG00000226983,lincRNA
ENSG00000226985,lincRNA
ENSG00000226990,lincRNA
ENSG00000226992,lincRNA
ENSG00000226994,lincRNA
ENSG00000226995,lincRNA
ENSG00000226996,lincRNA
ENSG00000227007,lincRNA
ENSG00000227011,lincRNA
ENSG00000227012,lincRNA
ENSG00000227016,lincRNA
ENSG00000227017,lincRNA
ENSG00000227021,lincRNA
ENSG00000227029,lincRNA
ENSG00000227036,lincRNA
ENSG00000227042,lincRNA
ENSG00000227043,lincRNA
ENSG00000227047,lincRNA
ENSG00000227060,lincRNA
ENSG00000227066,lincRNA
ENSG00000227071,lincRNA
ENSG00000227075,lincRNA
ENSG00000227078,lincRNA
ENSG00000227082,lincRNA
ENSG00000227088,lincRNA
ENSG00000227089,lincRNA
ENSG00000227090,lincRNA
ENSG00000227098,lincRNA
ENSG00000227101,lincRNA
ENSG00000227107,lincRNA
ENSG00000227115,lincRNA
ENSG00000227121,lincRNA
ENSG00000227125,lincRNA
ENSG00000227131,lincRNA
ENSG00000227139,lincRNA
ENSG00000227143,lincRNA
ENSG00000227148,lincRNA
ENSG00000227150,lincRNA
ENSG00000227157,lincRNA
ENSG00000227167,lincRNA
ENSG00000227169,lincRNA
ENSG00000227181,lincRNA
ENSG00000227192,lincRNA
ENSG00000227193,lincRNA
ENSG00000227195,processed_transcript
ENSG00000227206,lincRNA
ENSG00000227240,lincRNA
ENSG00000227244,lincRNA
ENSG00000227245,lincRNA
ENSG00000227260,lincRNA
ENSG00000227269,lincRNA
ENSG00000227282,lincRNA
ENSG00000227290,lincRNA
ENSG00000227292,lincRNA
ENSG00000227293,lincRNA
ENSG00000227297,lincRNA
ENSG00000227301,lincRNA
ENSG00000227305,lincRNA
ENSG00000227306,lincRNA
ENSG00000227307,lincRNA
ENSG00000227308,lincRNA
ENSG00000227313,lincRNA
ENSG00000227330,lincRNA
ENSG00000227336,lincRNA
ENSG00000227338,lincRNA
ENSG00000227342,lincRNA
ENSG00000227356,lincRNA
ENSG00000227359,lincRNA
ENSG00000227360,lincRNA
ENSG00000227363,lincRNA
ENSG00000227364,lincRNA
ENSG00000227373,lincRNA
ENSG00000227374,lincRNA
ENSG00000227386,lincRNA
ENSG00000227388,lincRNA
ENSG00000227403,lincRNA
ENSG00000227418,lincRNA
ENSG00000227421,lincRNA
ENSG00000227439,lincRNA
ENSG00000227455,lincRNA
ENSG00000227456,lincRNA
ENSG00000227459,lincRNA
ENSG00000227463,lincRNA
ENSG00000227467,lincRNA
ENSG00000227468,lincRNA
ENSG00000227475,lincRNA
ENSG00000227477,lincRNA
ENSG00000227479,lincRNA
ENSG00000227482,lincRNA
ENSG00000227485,lincRNA
ENSG00000227486,lincRNA
ENSG00000227489,lincRNA
ENSG00000227498,lincRNA
ENSG00000227502,lincRNA
ENSG00000227508,lincRNA
ENSG00000227509,lincRNA
ENSG00000227510,lincRNA
ENSG00000227516,lincRNA
ENSG00000227517,lincRNA
ENSG00000227519,lincRNA
ENSG00000227531,lincRNA
ENSG00000227533,lincRNA
ENSG00000227542,lincRNA
ENSG00000227544,lincRNA
ENSG00000227549,lincRNA
ENSG00000227555,lincRNA
ENSG00000227564,lincRNA
ENSG00000227579,lincRNA
ENSG00000227588,lincRNA
ENSG00000227606,lincRNA
ENSG00000227611,lincRNA
ENSG00000227630,lincRNA
ENSG00000227634,lincRNA
ENSG00000227640,lincRNA
ENSG00000227674,lincRNA
ENSG00000227676,lincRNA
ENSG00000227680,lincRNA
ENSG00000227681,lincRNA
ENSG00000227683,lincRNA
ENSG00000227685,lincRNA
ENSG00000227702,lincRNA
ENSG00000227706,lincRNA
ENSG00000227708,lincRNA
ENSG00000227712,lincRNA
ENSG00000227713,lincRNA
ENSG00000227716,lincRNA
ENSG00000227718,lincRNA
ENSG00000227723,lincRNA
ENSG00000227733,lincRNA
ENSG00000227740,lincRNA
ENSG00000227743,lincRNA
ENSG00000227744,lincRNA
ENSG00000227748,lincRNA
ENSG00000227764,lincRNA
ENSG00000227809,lincRNA
ENSG00000227818,lincRNA
ENSG00000227824,lincRNA
ENSG00000227838,lincRNA
ENSG00000227851,lincRNA
ENSG00000227863,lincRNA
ENSG00000227869,lincRNA
ENSG00000227880,lincRNA
ENSG00000227885,lincRNA
ENSG00000227888,lincRNA
ENSG00000227893,lincRNA
ENSG00000227895,lincRNA
ENSG00000227902,lincRNA
ENSG00000227911,lincRNA
ENSG00000227912,lincRNA
ENSG00000227917,lincRNA
ENSG00000227920,lincRNA
ENSG00000227925,lincRNA
ENSG00000227930,lincRNA
ENSG00000227935,lincRNA
ENSG00000227938,lincRNA
ENSG00000227940,lincRNA
ENSG00000227946,lincRNA
ENSG00000227947,lincRNA
ENSG00000227958,lincRNA
ENSG00000227964,lincRNA
ENSG00000227981,lincRNA
ENSG00000228021,processed_transcript
ENSG00000228022,lincRNA
ENSG00000228031,lincRNA
ENSG00000228033,lincRNA
ENSG00000228037,lincRNA
ENSG00000228043,lincRNA
ENSG00000228044,lincRNA
ENSG00000228048,lincRNA
ENSG00000228055,lincRNA
ENSG00000228058,lincRNA
ENSG00000228065,lincRNA
ENSG00000228067,lincRNA
ENSG00000228079,lincRNA
ENSG00000228100,lincRNA
ENSG00000228105,lincRNA
ENSG00000228106,lincRNA
ENSG00000228120,lincRNA
ENSG00000228126,lincRNA
ENSG00000228127,lincRNA
ENSG00000228136,lincRNA
ENSG00000228139,lincRNA
ENSG00000228140,lincRNA
ENSG00000228142,lincRNA
ENSG00000228153,lincRNA
ENSG00000228157,processed_transcript
ENSG00000228159,lincRNA
ENSG00000228160,lincRNA
ENSG00000228162,lincRNA
ENSG00000228173,lincRNA
ENSG00000228176,lincRNA
ENSG00000228189,lincRNA
ENSG00000228208,lincRNA
ENSG00000228215,lincRNA
ENSG00000228216,lincRNA
ENSG00000228221,lincRNA
ENSG00000228222,lincRNA
ENSG00000228223,lincRNA
ENSG00000228226,lincRNA
ENSG00000228229,lincRNA
ENSG00000228235,lincRNA
ENSG00000228239,lincRNA
ENSG00000228240,lincRNA
ENSG00000228251,lincRNA
ENSG00000228255,lincRNA
ENSG00000228261,lincRNA
ENSG00000228262,lincRNA
ENSG00000228265,lincRNA
ENSG00000228271,lincRNA
ENSG00000228272,lincRNA
ENSG00000228277,lincRNA
ENSG00000228295,lincRNA
ENSG00000228296,lincRNA
ENSG00000228308,lincRNA
ENSG00000228309,lincRNA
ENSG00000228329,lincRNA
ENSG00000228334,lincRNA
ENSG00000228338,lincRNA
ENSG00000228340,lincRNA
ENSG00000228351,lincRNA
ENSG00000228358,lincRNA
ENSG00000228361,lincRNA
ENSG00000228365,lincRNA
ENSG00000228372,lincRNA
ENSG00000228379,lincRNA
ENSG00000228386,lincRNA
ENSG00000228391,lincRNA
ENSG00000228392,lincRNA
ENSG00000228397,lincRNA
ENSG00000228408,lincRNA
ENSG00000228414,lincRNA
ENSG00000228420,lincRNA
ENSG00000228421,lincRNA
ENSG00000228422,lincRNA
ENSG00000228423,lincRNA
ENSG00000228426,lincRNA
ENSG00000228434,lincRNA
ENSG00000228437,lincRNA
ENSG00000228459,lincRNA
ENSG00000228463,lincRNA
ENSG00000228467,lincRNA
ENSG00000228478,lincRNA
ENSG00000228482,lincRNA
ENSG00000228484,lincRNA
ENSG00000228488,lincRNA
ENSG00000228495,lincRNA
ENSG00000228503,lincRNA
ENSG00000228504,lincRNA
ENSG00000228505,lincRNA
ENSG00000228512,lincRNA
ENSG00000228521,lincRNA
ENSG00000228526,lincRNA
ENSG00000228527,lincRNA
ENSG00000228528,lincRNA
ENSG00000228536,lincRNA
ENSG00000228538,lincRNA
ENSG00000228541,lincRNA
ENSG00000228543,lincRNA
ENSG00000228549,lincRNA
ENSG00000228559,lincRNA
ENSG00000228561,lincRNA
ENSG00000228566,lincRNA
ENSG00000228569,lincRNA
ENSG00000228573,lincRNA
ENSG00000228586,lincRNA
ENSG00000228587,lincRNA
ENSG00000228590,lincRNA
ENSG00000228592,lincRNA
ENSG00000228616,lincRNA
ENSG00000228618,lincRNA
ENSG00000228622,lincRNA
ENSG00000228627,lincRNA
ENSG00000228634,lincRNA
ENSG00000228636,lincRNA
ENSG00000228639,lincRNA
ENSG00000228648,lincRNA
ENSG00000228649,processed_transcript
ENSG00000228650,lincRNA
ENSG00000228658,lincRNA
ENSG00000228669,lincRNA
ENSG00000228675,lincRNA
ENSG00000228679,lincRNA
ENSG00000228683,lincRNA
ENSG00000228692,lincRNA
ENSG00000228697,lincRNA
ENSG00000228704,lincRNA
ENSG00000228707,lincRNA
ENSG00000228709,lincRNA
ENSG00000228714,lincRNA
ENSG00000228718,lincRNA
ENSG00000228719,lincRNA
ENSG00000228730,lincRNA
ENSG00000228734,lincRNA
ENSG00000228735,lincRNA
ENSG00000228739,lincRNA
ENSG00000228741,lincRNA
ENSG00000228742,lincRNA
ENSG00000228750,lincRNA
ENSG00000228768,lincRNA
ENSG00000228772,lincRNA
ENSG00000228777,lincRNA
ENSG00000228778,lincRNA
ENSG00000228784,lincRNA
ENSG00000228786,lincRNA
ENSG00000228789,lincRNA
ENSG00000228791,processed_transcript
ENSG00000228792,lincRNA
ENSG00000228793,lincRNA
ENSG00000228794,processed_transcript
ENSG00000228798,lincRNA
ENSG00000228799,lincRNA
ENSG00000228800,lincRNA
ENSG00000228809,processed_transcript
ENSG00000228817,lincRNA
ENSG00000228824,lincRNA
ENSG00000228826,lincRNA
ENSG00000228857,lincRNA
ENSG00000228862,lincRNA
ENSG00000228873,lincRNA
ENSG00000228876,lincRNA
ENSG00000228877,lincRNA
ENSG00000228878,lincRNA
ENSG00000228886,lincRNA
ENSG00000228888,lincRNA
ENSG00000228889,lincRNA
ENSG00000228890,lincRNA
ENSG00000228906,lincRNA
ENSG00000228909,lincRNA
ENSG00000228918,lincRNA
ENSG00000228919,lincRNA
ENSG00000228933,lincRNA
ENSG00000228950,lincRNA
ENSG00000228951,lincRNA
ENSG00000228952,lincRNA
ENSG00000228959,lincRNA
ENSG00000228961,lincRNA
ENSG00000228968,lincRNA
ENSG00000228971,lincRNA
ENSG00000228980,lincRNA
ENSG00000228999,lincRNA
ENSG00000229011,lincRNA
ENSG00000229012,lincRNA
ENSG00000229017,lincRNA
ENSG00000229025,lincRNA
ENSG00000229051,lincRNA
ENSG00000229066,lincRNA
ENSG00000229086,lincRNA
ENSG00000229102,lincRNA
ENSG00000229108,lincRNA
ENSG00000229116,lincRNA
ENSG00000229118,lincRNA
ENSG00000229131,lincRNA
ENSG00000229140,lincRNA
ENSG00000229155,lincRNA
ENSG00000229160,lincRNA
ENSG00000229175,lincRNA
ENSG00000229177,lincRNA
ENSG00000229178,lincRNA
ENSG00000229180,lincRNA
ENSG00000229192,lincRNA
ENSG00000229195,lincRNA
ENSG00000229201,lincRNA
ENSG00000229203,lincRNA
ENSG00000229205,lincRNA
ENSG00000229206,lincRNA
ENSG00000229209,lincRNA
ENSG00000229214,lincRNA
ENSG00000229225,lincRNA
ENSG00000229227,lincRNA
ENSG00000229236,lincRNA
ENSG00000229240,processed_transcript
ENSG00000229243,lincRNA
ENSG00000229246,lincRNA
ENSG00000229249,lincRNA
ENSG00000229255,lincRNA
ENSG00000229269,lincRNA
ENSG00000229271,lincRNA
ENSG00000229274,lincRNA
ENSG00000229275,lincRNA
ENSG00000229282,lincRNA
ENSG00000229289,lincRNA
ENSG00000229291,lincRNA
ENSG00000229297,lincRNA
ENSG00000229301,lincRNA
ENSG00000229306,lincRNA
ENSG00000229307,lincRNA
ENSG00000229308,lincRNA
ENSG00000229309,lincRNA
ENSG00000229311,lincRNA
ENSG00000229321,lincRNA
ENSG00000229323,lincRNA
ENSG00000229345,lincRNA
ENSG00000229352,lincRNA
ENSG00000229370,lincRNA
ENSG00000229373,lincRNA
ENSG00000229379,lincRNA
ENSG00000229382,lincRNA
ENSG00000229388,lincRNA
ENSG00000229395,lincRNA
ENSG00000229401,lincRNA
ENSG00000229403,lincRNA
ENSG00000229404,lincRNA
ENSG00000229424,lincRNA
ENSG00000229425,lincRNA
ENSG00000229433,lincRNA
ENSG00000229434,lincRNA
ENSG00000229437,lincRNA
ENSG00000229443,lincRNA
ENSG00000229454,lincRNA
ENSG00000229457,lincRNA
ENSG00000229459,lincRNA
ENSG00000229466,lincRNA
ENSG00000229483,lincRNA
ENSG00000229484,lincRNA
ENSG00000229494,lincRNA
ENSG00000229495,lincRNA
ENSG00000229520,lincRNA
ENSG00000229522,lincRNA
ENSG00000229536,lincRNA
ENSG00000229537,lincRNA
ENSG00000229543,lincRNA
ENSG00000229546,lincRNA
ENSG00000229550,lincRNA
ENSG00000229557,lincRNA
ENSG00000229558,lincRNA
ENSG00000229563,lincRNA
ENSG00000229565,lincRNA
ENSG00000229569,lincRNA
ENSG00000229578,lincRNA
ENSG00000229582,processed_transcript
ENSG00000229588,lincRNA
ENSG00000229599,lincRNA
ENSG00000229600,lincRNA
ENSG00000229603,lincRNA
ENSG00000229606,lincRNA
ENSG00000229607,lincRNA
ENSG00000229609,lincRNA
ENSG00000229611,lincRNA
ENSG00000229613,lincRNA
ENSG00000229618,lincRNA
ENSG00000229621,lincRNA
ENSG00000229625,lincRNA
ENSG00000229628,lincRNA
ENSG00000229630,lincRNA
ENSG00000229639,lincRNA
ENSG00000229642,lincRNA
ENSG00000229643,lincRNA
ENSG00000229646,lincRNA
ENSG00000229647,lincRNA
ENSG00000229649,lincRNA
ENSG00000229654,lincRNA
ENSG00000229656,lincRNA
ENSG00000229660,lincRNA
ENSG00000229671,lincRNA
ENSG00000229686,snoRNA
ENSG00000229694,lincRNA
ENSG00000229697,lincRNA
ENSG00000229699,lincRNA
ENSG00000229719,lincRNA
ENSG00000229720,lincRNA
ENSG00000229722,lincRNA
ENSG00000229727,processed_transcript
ENSG00000229740,lincRNA
ENSG00000229743,processed_transcript
ENSG00000229755,lincRNA
ENSG00000229771,lincRNA
ENSG00000229774,lincRNA
ENSG00000229775,lincRNA
ENSG00000229779,lincRNA
ENSG00000229788,lincRNA
ENSG00000229791,lincRNA
ENSG00000229792,lincRNA
ENSG00000229805,lincRNA
ENSG00000229807,lincRNA
ENSG00000229855,lincRNA
ENSG00000229876,lincRNA
ENSG00000229881,lincRNA
ENSG00000229891,lincRNA
ENSG00000229896,lincRNA
ENSG00000229912,lincRNA
ENSG00000229921,lincRNA
ENSG00000229922,lincRNA
ENSG00000229923,lincRNA
ENSG00000229925,lincRNA
ENSG00000229928,lincRNA
ENSG00000229943,lincRNA
ENSG00000229956,processed_transcript
ENSG00000229957,lincRNA
ENSG00000229960,lincRNA
ENSG00000229961,lincRNA
ENSG00000229962,lincRNA
ENSG00000229964,lincRNA
ENSG00000229976,lincRNA
ENSG00000229981,lincRNA
ENSG00000229983,lincRNA
ENSG00000229986,lincRNA
ENSG00000229989,lincRNA
ENSG00000230000,processed_transcript
ENSG00000230010,lincRNA
ENSG00000230013,lincRNA
ENSG00000230014,lincRNA
ENSG00000230015,lincRNA
ENSG00000230021,lincRNA
ENSG00000230023,lincRNA
ENSG00000230024,lincRNA
ENSG00000230027,lincRNA
ENSG00000230030,lincRNA
ENSG00000230033,lincRNA
ENSG00000230040,lincRNA
ENSG00000230051,lincRNA
ENSG00000230090,processed_transcript
ENSG00000230096,lincRNA
ENSG00000230100,lincRNA
ENSG00000230102,processed_transcript
ENSG00000230105,lincRNA
ENSG00000230107,lincRNA
ENSG00000230109,lincRNA
ENSG00000230120,lincRNA
ENSG00000230131,lincRNA
ENSG00000230133,lincRNA
ENSG00000230138,lincRNA
ENSG00000230142,lincRNA
ENSG00000230153,lincRNA
ENSG00000230156,lincRNA
ENSG00000230159,lincRNA
ENSG00000230173,lincRNA
ENSG00000230174,lincRNA
ENSG00000230197,lincRNA
ENSG00000230205,lincRNA
ENSG00000230229,lincRNA
ENSG00000230233,lincRNA
ENSG00000230234,lincRNA
ENSG00000230239,lincRNA
ENSG00000230248,lincRNA
ENSG00000230250,lincRNA
ENSG00000230262,lincRNA
ENSG00000230269,lincRNA
ENSG00000230285,lincRNA
ENSG00000230294,lincRNA
ENSG00000230298,lincRNA
ENSG00000230303,lincRNA
ENSG00000230309,lincRNA
ENSG00000230310,lincRNA
ENSG00000230317,lincRNA
ENSG00000230323,lincRNA
ENSG00000230324,lincRNA
ENSG00000230345,lincRNA
ENSG00000230352,lincRNA
ENSG00000230365,lincRNA
ENSG00000230366,lincRNA
ENSG00000230368,lincRNA
ENSG00000230372,lincRNA
ENSG00000230379,lincRNA
ENSG00000230381,lincRNA
ENSG00000230387,lincRNA
ENSG00000230390,lincRNA
ENSG00000230392,lincRNA
ENSG00000230394,lincRNA
ENSG00000230400,lincRNA
ENSG00000230401,lincRNA
ENSG00000230402,lincRNA
ENSG00000230403,lincRNA
ENSG00000230404,lincRNA
ENSG00000230415,lincRNA
ENSG00000230417,lincRNA
ENSG00000230423,lincRNA
ENSG00000230426,lincRNA
ENSG00000230434,lincRNA
ENSG00000230437,lincRNA
ENSG00000230438,lincRNA
ENSG00000230440,lincRNA
ENSG00000230448,lincRNA
ENSG00000230454,lincRNA
ENSG00000230471,lincRNA
ENSG00000230472,lincRNA
ENSG00000230487,lincRNA
ENSG00000230490,lincRNA
ENSG00000230499,lincRNA
ENSG00000230506,lincRNA
ENSG00000230515,lincRNA
ENSG00000230516,lincRNA
ENSG00000230523,lincRNA
ENSG00000230525,lincRNA
ENSG00000230526,lincRNA
ENSG00000230533,lincRNA
ENSG00000230537,lincRNA
ENSG00000230542,lincRNA
ENSG00000230552,lincRNA
ENSG00000230555,lincRNA
ENSG00000230563,lincRNA
ENSG00000230569,lincRNA
ENSG00000230573,lincRNA
ENSG00000230587,lincRNA
ENSG00000230590,lincRNA
ENSG00000230597,lincRNA
ENSG00000230599,lincRNA
ENSG00000230600,lincRNA
ENSG00000230606,lincRNA
ENSG00000230615,lincRNA
ENSG00000230623,lincRNA
ENSG00000230627,lincRNA
ENSG00000230628,lincRNA
ENSG00000230631,lincRNA
ENSG00000230645,lincRNA
ENSG00000230647,lincRNA
ENSG00000230649,lincRNA
ENSG00000230651,lincRNA
ENSG00000230658,lincRNA
ENSG00000230663,lincRNA
ENSG00000230668,lincRNA
ENSG00000230676,lincRNA
ENSG00000230680,lincRNA
ENSG00000230687,lincRNA
ENSG00000230690,lincRNA
ENSG00000230699,lincRNA
ENSG00000230704,lincRNA
ENSG00000230709,lincRNA
ENSG00000230710,lincRNA
ENSG00000230714,lincRNA
ENSG00000230720,lincRNA
ENSG00000230724,lincRNA
ENSG00000230725,lincRNA
ENSG00000230731,lincRNA
ENSG00000230733,lincRNA
ENSG00000230736,lincRNA
ENSG00000230746,lincRNA
ENSG00000230759,lincRNA
ENSG00000230768,lincRNA
ENSG00000230773,lincRNA
ENSG00000230794,lincRNA
ENSG00000230803,lincRNA
ENSG00000230805,lincRNA
ENSG00000230817,lincRNA
ENSG00000230825,processed_transcript
ENSG00000230834,lincRNA
ENSG00000230836,lincRNA
ENSG00000230838,lincRNA
ENSG00000230839,lincRNA
ENSG00000230843,lincRNA
ENSG00000230844,lincRNA
ENSG00000230846,lincRNA
ENSG00000230852,lincRNA
ENSG00000230864,lincRNA
ENSG00000230866,lincRNA
ENSG00000230876,lincRNA
ENSG00000230891,processed_transcript
ENSG00000230920,lincRNA
ENSG00000230923,lincRNA
ENSG00000230937,processed_transcript
ENSG00000230939,lincRNA
ENSG00000230941,lincRNA
ENSG00000230943,lincRNA
ENSG00000230944,lincRNA
ENSG00000230945,lincRNA
ENSG00000230952,lincRNA
ENSG00000230962,lincRNA
ENSG00000230967,lincRNA
ENSG00000230968,lincRNA
ENSG00000230969,lincRNA
ENSG00000230971,lincRNA
ENSG00000230972,lincRNA
ENSG00000230975,lincRNA
ENSG00000230978,lincRNA
ENSG00000230990,lincRNA
ENSG00000230991,lincRNA
ENSG00000231010,lincRNA
ENSG00000231015,lincRNA
ENSG00000231019,lincRNA
ENSG00000231023,lincRNA
ENSG00000231024,lincRNA
ENSG00000231028,lincRNA
ENSG00000231031,lincRNA
ENSG00000231039,lincRNA
ENSG00000231040,lincRNA
ENSG00000231052,lincRNA
ENSG00000231054,lincRNA
ENSG00000231056,lincRNA
ENSG00000231078,lincRNA
ENSG00000231081,lincRNA
ENSG00000231082,lincRNA
ENSG00000231083,lincRNA
ENSG00000231090,lincRNA
ENSG00000231106,lincRNA
ENSG00000231107,lincRNA
ENSG00000231110,lincRNA
ENSG00000231114,lincRNA
ENSG00000231131,lincRNA
ENSG00000231133,lincRNA
ENSG00000231140,lincRNA
ENSG00000231141,lincRNA
ENSG00000231143,lincRNA
ENSG00000231149,lincRNA
ENSG00000231156,lincRNA
ENSG00000231171,lincRNA
ENSG00000231173,lincRNA
ENSG00000231175,lincRNA
ENSG00000231178,lincRNA
ENSG00000231183,processed_transcript
ENSG00000231189,lincRNA
ENSG00000231193,lincRNA
ENSG00000231196,processed_transcript
ENSG00000231200,lincRNA
ENSG00000231204,lincRNA
ENSG00000231210,lincRNA
ENSG00000231212,lincRNA
ENSG00000231217,lincRNA
ENSG00000231221,lincRNA
ENSG00000231231,lincRNA
ENSG00000231236,lincRNA
ENSG00000231238,lincRNA
ENSG00000231246,lincRNA
ENSG00000231248,lincRNA
ENSG00000231252,lincRNA
ENSG00000231253,lincRNA
ENSG00000231265,lincRNA
ENSG00000231266,lincRNA
ENSG00000231290,processed_transcript
ENSG00000231291,lincRNA
ENSG00000231297,lincRNA
ENSG00000231298,lincRNA
ENSG00000231304,processed_transcript
ENSG00000231324,lincRNA
ENSG00000231326,lincRNA
ENSG00000231327,lincRNA
ENSG00000231346,lincRNA
ENSG00000231358,lincRNA
ENSG00000231364,lincRNA
ENSG00000231367,lincRNA
ENSG00000231394,lincRNA
ENSG00000231401,lincRNA
ENSG00000231403,lincRNA
ENSG00000231405,lincRNA
ENSG00000231412,lincRNA
ENSG00000231413,lincRNA
ENSG00000231418,lincRNA
ENSG00000231419,processed_transcript
ENSG00000231420,lincRNA
ENSG00000231421,processed_transcript
ENSG00000231422,lincRNA
ENSG00000231426,lincRNA
ENSG00000231427,lincRNA
ENSG00000231428,lincRNA
ENSG00000231429,lincRNA
ENSG00000231435,lincRNA
ENSG00000231437,lincRNA
ENSG00000231439,lincRNA
ENSG00000231453,lincRNA
ENSG00000231460,lincRNA
ENSG00000231473,lincRNA
ENSG00000231476,lincRNA
ENSG00000231477,lincRNA
ENSG00000231482,lincRNA
ENSG00000231483,lincRNA
ENSG00000231485,lincRNA
ENSG00000231487,lincRNA
ENSG00000231492,lincRNA
ENSG00000231495,lincRNA
ENSG00000231496,lincRNA
ENSG00000231505,lincRNA
ENSG00000231507,lincRNA
ENSG00000231509,lincRNA
ENSG00000231510,lincRNA
ENSG00000231512,lincRNA
ENSG00000231527,processed_transcript
ENSG00000231528,lincRNA
ENSG00000231529,lincRNA
ENSG00000231532,lincRNA
ENSG00000231533,lincRNA
ENSG00000231535,lincRNA
ENSG00000231539,lincRNA
ENSG00000231551,lincRNA
ENSG00000231557,lincRNA
ENSG00000231560,lincRNA
ENSG00000231566,lincRNA
ENSG00000231574,lincRNA
ENSG00000231587,snoRNA
ENSG00000231589,lincRNA
ENSG00000231595,lincRNA
ENSG00000231599,lincRNA
ENSG00000231601,lincRNA
ENSG00000231604,lincRNA
ENSG00000231606,lincRNA
